Price,Date,Close,High,Low,Open,Volume
Ticker,,SPY,SPY,SPY,SPY,SPY
0,1993-01-29,24.526073455810547,24.543517320288366,24.421410268943646,24.543517320288366,1003200
1,1993-02-01,24.70052146911621,24.70052146911621,24.543526629270133,24.543526629270133,480500
2,1993-02-02,24.752840042114258,24.770283904018495,24.63073300878459,24.683064594497303,201300
3,1993-02-03,25.014497756958008,25.031941618713205,24.770283692385195,24.787727554140396,529400
4,1993-02-04,25.119157791137695,25.171489369869235,24.822612178325656,25.101713931560518,531500
5,1993-02-05,25.10171890258789,25.15405049168293,24.962167998334447,25.101718902587887,492100
6,1993-02-08,25.10171890258789,25.18893821774629,25.066831176524527,25.101718902587887,596100
7,1993-02-09,24.92728614807129,25.014505483788824,24.87495454664077,25.014505483788824,122100
8,1993-02-10,24.96217155456543,24.979615420082244,24.857508361464525,24.92728382353179,379600
9,1993-02-11,25.084266662597656,25.1889298058352,24.99704737656637,24.99704737656637,19500
10,1993-02-12,24.892383575439453,25.0493782861465,24.892383575439453,25.0493782861465,42500
11,1993-02-16,24.2644100189209,24.8226135563799,24.229522297829714,24.8226135563799,374800
12,1993-02-17,24.246971130371094,24.2993027227388,24.159751809758248,24.264414994493663,210900
13,1993-02-18,24.229528427124023,24.52607413141568,23.898094992915706,24.52607413141568,378100
14,1993-02-19,24.31675910949707,24.316759109497074,24.194651997756413,24.22953974396803,34900
15,1993-02-22,24.40397834777832,24.438866093808027,24.316758982704062,24.38653447476347,513600
16,1993-02-23,24.38650894165039,24.49117207015533,24.264401958394632,24.473728215404506,373700
17,1993-02-24,24.70052146911621,24.70052146911621,24.403975660518064,24.403975660518064,26300
18,1993-02-25,24.752840042114258,24.770283904018495,24.63073300878459,24.683064594497303,44500
19,1993-02-26,24.787734985351562,24.80517885233633,24.665627916458206,24.80517885233633,66200
20,1993-03-01,24.71795082092285,24.87494556855045,24.68306309922783,24.87494556855045,66500
21,1993-03-02,25.084266662597656,25.084266662597656,24.700501804060004,24.735389518472516,182400
22,1993-03-03,25.18894386291504,25.206387729856115,25.084280661268576,25.11916839515073,280100
23,1993-03-04,25.04938507080078,25.22382368549995,25.04938507080078,25.22382368549995,89500
24,1993-03-05,24.979618072509766,25.188944480938616,24.96217420514069,25.08428127672419,40000
25,1993-03-08,25.53780746459961,25.53780746459961,25.0319355954238,25.0319355954238,50800
26,1993-03-09,25.450593948364258,25.502925532905103,25.398262363823413,25.48548167139149,169300
27,1993-03-10,25.5029296875,25.5029296875,25.345934908301984,25.450598094433992,194400
28,1993-03-11,25.433155059814453,25.5901498441343,25.398267329965602,25.52037438443659,70900
29,1993-03-12,25.1715030670166,25.24127854329385,25.014508245392797,25.223834674224538,643600
30,1993-03-15,25.293601989746094,25.293601989746094,25.15405108221646,25.15405108221646,310800
31,1993-03-16,25.293601989746094,25.36337744351091,25.293601989746094,25.293601989746094,30800
32,1993-03-17,25.136613845825195,25.258720922106097,25.10172610974494,25.258720922106097,21800
33,1993-03-18,25.293601989746094,25.39826517039332,25.24127039942248,25.24127039942248,59300
34,1993-03-19,25.255334854125977,25.3955449018935,25.255334854125973,25.3955449018935,66900
35,1993-03-22,25.115114212036133,25.167692957769635,24.992430471991295,25.00995672056913,183400
36,1993-03-23,25.167686462402344,25.202738950511538,25.13263397429315,25.18521270645694,55200
37,1993-03-24,25.167686462402344,25.27284392672993,25.009950265910962,25.13263397429315,37200
38,1993-03-25,25.325437545776367,25.37801630884718,25.15017500220698,25.185227510920857,110100
39,1993-03-26,25.18522834777832,25.325438387292742,25.167702092839015,25.30791213235344,101500
40,1993-03-29,25.290386199951172,25.413069986090917,25.202754924137064,25.202754924137064,87100
41,1993-03-30,25.360485076904297,25.360485076904297,25.290380073236282,25.32543257507029,56000
42,1993-03-31,25.342973709106445,25.500710059993,25.342973709106445,25.430605015154534,111600
43,1993-04-01,25.255334854125977,25.378018645922563,25.20275608621315,25.378018645922563,129500
44,1993-04-02,24.72953987121582,25.04501238551907,24.729539871215817,25.04501238551907,59400
45,1993-04-05,24.852224349975586,24.922329355194133,24.782119344757035,24.922329355194133,172200
46,1993-04-06,24.782115936279297,24.904799678538105,24.712010940702832,24.904799678538105,129700
47,1993-04-07,24.869747161865234,24.869747161865234,24.764589668580392,24.817168415222813,28000
48,1993-04-08,24.834692001342773,24.974901977355998,24.72953451933285,24.974901977355998,180800
49,1993-04-12,25.18522834777832,25.202754602717622,25.045018308263895,25.080070818142502,348500
50,1993-04-13,25.23779296875,25.325424194335934,25.15016174316406,25.167687988281248,146100
51,1993-04-14,25.202741622924805,25.27284660657689,25.185215377011783,25.25532036066387,119600
52,1993-04-15,25.202741622924805,25.25532036066387,25.097584147446675,25.185215377011783,148600
53,1993-04-16,25.202741622924805,25.25532036066387,25.16768913109876,25.220267868837826,47900
54,1993-04-19,25.097599029541016,25.27286159259647,25.08007277323547,25.202756567374287,157000
55,1993-04-20,24.974910736083984,25.09759450812089,24.817174457750824,25.062542001824628,279500
56,1993-04-21,24.95738410949707,25.0274891210406,24.887279097953538,25.0274891210406,67900
57,1993-04-22,24.641902923583984,25.062532845465928,24.64190292358398,24.852217884524954,97700
58,1993-04-23,24.536752700805664,24.65943646430969,24.50170019694737,24.589331456593104,106000
59,1993-04-26,24.343963623046875,24.641909902090646,24.273858616213047,24.55427864354836,62600
60,1993-04-27,24.60686492919922,24.606864929199215,24.30891855897387,24.30891855897387,156800
61,1993-04-28,24.55427360534668,24.624378597795918,24.519221109122057,24.571799853458987,85900
62,1993-04-29,24.659433364868164,24.659433364868164,24.466644617879144,24.60685461568934,85000
63,1993-04-30,24.69451332092285,24.834723474625747,24.69451332092285,24.747092128561437,88500
64,1993-05-03,24.852224349975586,24.852224349975586,24.6243830830153,24.729540590843126,80500
65,1993-05-04,24.939844131469727,25.02747534767306,24.869739158507056,24.90479164498839,149100
66,1993-05-05,25.009946823120117,25.09757803133007,24.939841856552157,24.939841856552157,109000
67,1993-05-06,24.922325134277344,24.992430127622708,24.904798885941002,24.974903879286366,54700
68,1993-05-07,24.869747161865234,24.93985215738846,24.83469466410362,24.93985215738846,68000
69,1993-05-10,24.922325134277344,25.062535120968075,24.904798885941002,24.904798885941002,113900
70,1993-05-11,25.027482986450195,25.027482986450195,24.852220500550683,24.92232549491049,42600
71,1993-05-12,24.992433547973633,25.009959798708536,24.922328545034013,24.922328545034013,31000
72,1993-05-13,24.69451332092285,24.887302282264336,24.67698705170999,24.887302282264336,129100
73,1993-05-14,24.67695426940918,24.76458549905907,24.6594280234792,24.69448051533916,63500
74,1993-05-17,24.76459503173828,24.764595031738278,24.641911263003554,24.74706877906189,34000
75,1993-05-18,24.747068405151367,24.79964716238611,24.659437143093466,24.78212090997453,105200
76,1993-05-19,25.255334854125977,25.255334854125973,24.589337127230216,24.747073430968687,50200
77,1993-05-20,25.325437545776367,25.325437545776364,25.202753765277794,25.25533252834861,98200
78,1993-05-21,25.097599029541016,25.378019130429742,25.08007277323547,25.34296661781865,221400
79,1993-05-24,25.202741622924805,25.290372852489913,25.15016288518574,25.15016288518574,30500
80,1993-05-25,25.255334854125977,25.307913622038797,25.255334854125973,25.307913622038797,191800
81,1993-05-26,25.570791244506836,25.588317489362563,25.30789757167092,25.325423816526648,102400
82,1993-05-27,25.483154296875,25.605837983311122,25.448101815036107,25.605837983311122,53800
83,1993-05-28,25.360485076904297,25.465642582406318,25.23780132048527,25.465642582406318,79100
84,1993-06-01,25.605857849121094,25.69348912170535,25.413069049435716,25.44812155846942,28300
85,1993-06-02,25.570791244506836,25.658422468785474,25.430581285661013,25.535738754795382,20300
86,1993-06-03,25.483154296875,25.518206778713893,25.43057557411666,25.518206778713893,21600
87,1993-06-04,25.395538330078125,25.41306458151365,25.290380821464964,25.41306458151365,32000
88,1993-06-07,25.307910919189453,25.448120951982744,25.307910919189453,25.448120951982744,121400
89,1993-06-08,25.080059051513672,25.237795271963442,25.080059051513672,25.237795271963442,104500
90,1993-06-09,25.167686462402344,25.27284392672993,25.13263397429315,25.167686462402344,43300
91,1993-06-10,25.18522834777832,25.202754602717622,25.097597073081804,25.150175837899713,17900
92,1993-06-11,25.290386199951172,25.325438710276813,25.18522866897424,25.272859944788348,647400
93,1993-06-14,25.255334854125977,25.342966133980678,25.255334854125973,25.32543987800974,64200
94,1993-06-15,25.202741622924805,25.307899098402935,25.202741622924805,25.290372852489913,142400
95,1993-06-16,25.255334854125977,25.255334854125973,25.132651062329387,25.20275608621315,330900
96,1993-06-17,25.342973709106445,25.342973709106445,25.25534240305836,25.30792118668721,37400
97,1993-06-18,25.13425636291504,25.328411433134185,25.13425636291504,25.328411433134185,58500
98,1993-06-21,25.187219619750977,25.204870089000977,25.151918681250976,25.204870089000977,29300
99,1993-06-22,25.20486068725586,25.222511149922006,25.16955976192357,25.222511149922006,137500
100,1993-06-23,24.97540855407715,25.20486460439729,24.97540855407715,25.20486460439729,227600
101,1993-06-24,25.310752868652344,25.310752868652344,25.04599603948234,25.04599603948234,243700
102,1993-06-25,25.29311752319336,25.363719386482106,25.275467057371173,25.29311752319336,44800
103,1993-06-28,25.57552719116211,25.57552719116211,25.381372050304424,25.41667298500582,439900
104,1993-06-29,25.45195960998535,25.540211897121225,25.416658695131,25.540211897121225,207500
105,1993-06-30,25.45195960998535,25.540211897121225,25.416658695131,25.4872605248397,437600
106,1993-07-01,25.381366729736328,25.48726951164065,25.346065802434886,25.48726951164065,605700
107,1993-07-02,25.24015998840332,25.31076183452473,25.151907680751563,25.293111372994378,285400
108,1993-07-06,24.97540855407715,25.27546646603426,24.940107623258665,25.20486460439729,246400
109,1993-07-07,25.046010971069336,25.08131190267056,24.95775864206627,24.95775864206627,343700
110,1993-07-08,25.328414916992188,25.381366307062557,25.028357039926778,25.063657966640353,248200
111,1993-07-09,25.399005889892578,25.399005889892575,25.275452699323257,25.32840406671011,378200
112,1993-07-12,25.381366729736328,25.39901719338705,25.328415338784165,25.363716266085607,373700
113,1993-07-13,25.36371612548828,25.46961890680556,25.222512417065243,25.39901705259404,389600
114,1993-07-14,25.45195960998535,25.522561439694048,25.36370732284948,25.381357780276655,617300
115,1993-07-15,25.34606170654297,25.434314010535108,25.293110324147683,25.434314010535108,443800
116,1993-07-16,25.27546501159668,25.381367797958116,25.24016408280953,25.363717333564544,216400
117,1993-07-19,25.257823944091797,25.27547441505203,25.18722206025087,25.27547441505203,188200
118,1993-07-20,25.328414916992188,25.328414916992188,25.116609356710722,25.240162600208244,68500
119,1993-07-21,25.310752868652344,25.310752868652344,25.222500592262342,25.293102413374342,142700
120,1993-07-22,25.13425636291504,25.310760972205173,25.13425636291504,25.275460050347146,632400
121,1993-07-23,25.257823944091797,25.257823944091797,25.169571589290637,25.18722206025087,286200
122,1993-07-26,25.399005889892578,25.451957257279425,25.32840406671011,25.32840406671011,121300
123,1993-07-27,25.381366729736328,25.43431812068849,25.293114411482726,25.41666765703777,92800
124,1993-07-28,25.328414916992188,25.381366307062557,25.293113990278613,25.328414916992188,30800
125,1993-07-29,25.46961784362793,25.540219694892315,25.34606460391525,25.38136552954744,331000
126,1993-07-30,25.328414916992188,25.4696186238465,25.293113990278613,25.4696186238465,75300
127,1993-08-02,25.399005889892578,25.48725816887066,25.363704978301342,25.363704978301342,41300
128,1993-08-03,25.416664123535156,25.52256689071655,25.328411817550656,25.451965045928954,81600
129,1993-08-04,25.416664123535156,25.46961550712585,25.346062278747556,25.416664123535153,434000
130,1993-08-05,25.36371612548828,25.41666751614692,25.328415198382523,25.41666751614692,36800
131,1993-08-06,25.399005889892578,25.451957257279425,25.363704978301342,25.43430680148381,402300
132,1993-08-09,25.540225982666016,25.61082785131195,25.416672712535636,25.469624114020085,828200
133,1993-08-10,25.52256965637207,25.540220119481592,25.48726873015302,25.52256965637207,604900
134,1993-08-11,25.52256965637207,25.593171508810165,25.504919193262545,25.504919193262545,542200
135,1993-08-12,25.45195960998535,25.593163269402748,25.36370732284948,25.593163269402748,303700
136,1993-08-13,25.487262725830078,25.504913184781483,25.469612266878674,25.469612266878674,103500
137,1993-08-16,25.628461837768555,25.6990636610131,25.50490864709061,25.50490864709061,241800
138,1993-08-17,25.71672821044922,25.716728210449215,25.61082541754414,25.61082541754414,369300
139,1993-08-18,25.857942581176758,25.910893999431728,25.787340690170133,25.80499116292179,414300
140,1993-08-19,25.857942581176758,25.875593053928416,25.822641635673445,25.875593053928416,28500
141,1993-08-20,25.875574111938477,25.875574111938477,25.787321812784523,25.804972272615313,80700
142,1993-08-23,25.822629928588867,25.840280393338414,25.769678534340223,25.769678534340223,15600
143,1993-08-24,26.105037689208984,26.105037689208984,25.822630249704357,25.822630249704357,273400
144,1993-08-25,26.12268829345703,26.22859108383591,26.06973689826759,26.105037828393883,242300
145,1993-08-26,26.140348434448242,26.281552207220415,26.034445604869116,26.140348434448242,120000
146,1993-08-27,26.12268829345703,26.122688293457028,26.06973689826759,26.06973689826759,25700
147,1993-08-30,26.228586196899414,26.263887120448402,26.140333888026937,26.140333888026937,183500
148,1993-08-31,26.299192428588867,26.299192428588864,26.175639175568648,26.210940105002997,66500
149,1993-09-01,26.263887405395508,26.316838791293485,26.210936019497534,26.210936019497534,136500
150,1993-09-02,26.175636291503906,26.316839993683292,26.15798582873148,26.281539068138446,472400
151,1993-09-03,26.193300247192383,26.228601190921754,26.122698359733644,26.15799930346301,630500
152,1993-09-07,26.016786575317383,26.22859216480436,25.981485643736217,26.1932912332232,196400
153,1993-09-08,25.92851448059082,26.01676674226744,25.752009957237583,26.01676674226744,269900
154,1993-09-09,25.98147201538086,25.999122471913047,25.822617906591166,25.822617906591166,239200
155,1993-09-10,26.210956573486328,26.228607049293387,26.01680133960865,26.052102291222774,106500
156,1993-09-13,26.228586196899414,26.299188043997393,26.228586196899414,26.299188043997393,66900
157,1993-09-14,26.12268829345703,26.15798922358332,26.034435968141295,26.15798922358332,184500
158,1993-09-15,26.193300247192383,26.210950719057067,25.92854316922211,26.016795528545533,101000
159,1993-09-16,26.087383270263672,26.175635581732763,26.069732807969853,26.157985119438944,54300
160,1993-09-17,26.03679847717285,26.090079783742784,26.001277606126234,26.072319348219473,200900
161,1993-09-20,25.823688507080078,26.12561608934993,25.823688507080078,26.072334751302307,57800
162,1993-09-21,25.734882354736328,25.894726344517302,25.46847570510138,25.859205457899307,318200
163,1993-09-22,25.948007583618164,25.983528470111825,25.7881635943967,25.823684480890357,439700
164,1993-09-23,26.090070724487305,26.10783115384366,25.983508148349166,26.019029007061878,88500
165,1993-09-24,26.019054412841797,26.07233575293635,25.983533519445423,26.054575306238167,53500
166,1993-09-27,26.3032169342041,26.3032169342041,26.214414716330353,26.214414716330353,274600
167,1993-09-28,26.249929428100586,26.320971185686787,26.23216898870404,26.320971185686787,158300
168,1993-09-29,26.1611270904541,26.320971044163596,26.12560621185199,26.249929286959375,221000
169,1993-09-30,26.107847213745117,26.214409855433875,26.05456589290074,26.161128534589498,99300
170,1993-10-01,26.23217010498047,26.26769098528511,26.036805263304917,26.072326143609562,22700
171,1993-10-04,26.267688751220703,26.267688751220703,26.19664699665351,26.267688751220703,1038500
172,1993-10-05,26.23217010498047,26.320972305742078,26.143367904218852,26.320972305742078,436500
